X,Y,Name,Description
-0.000436083345819,-0.000247849768294,,
-0.00043608263615,-0.000247850361188,,
-0.00043608861893,-0.000247849067618,,
-0.00043608776553,-0.000247849337113,,
-0.00043608893334,-0.000247849130504,,
-0.00043608796316,-0.000247849750331,,
-0.000436088699778,-0.000247850648647,,
-0.000436089077071,-0.000247850019825,,
-0.000436088978256,-0.000247850379152,,
-0.000436087469086,-0.00024784987609,,
-0.000436089032155,-0.00024785066661,,
-0.000436089229784,-0.00024784999288,,
-0.000436088286553,-0.000247849651517,,
-0.000436088160789,-0.000247849588631,,
-0.000436088942323,-0.000247849480836,,
-0.000436098096156,-0.00024785020847,,
-0.000436098805825,-0.000247849750331,,
-0.000436097494285,-0.000247849399986,,
-0.000436097970392,-0.000247850298302,,
-0.000436097332588,-0.000247849534727,,
-0.000436097188858,-0.000247849184395,,
-0.000436097934459,-0.000247850585761,,
-0.00043609807819,-0.000247850424074,,
-0.000436097359537,-0.000247850468983,,
-0.000436097503268,-0.000247849328131,,
-0.000436097116992,-0.000247849049654,,
-0.000436097808695,-0.000247850136603,,
-0.000436098428533,-0.000247850307284,,
-0.00043609739547,-0.000247850801364,,
-0.000436098230903,-0.000247850675592,,
-0.000436097691914,-0.00024785074746,,
-0.000436098886673,-0.000247849193377,,
-0.00043609756615,-0.000247852606965,,
-0.000436097000211,-0.000247851852397,,
-0.000436096551054,-0.000247851789511,,
-0.000436097188858,-0.000247852723755,,
-0.000436096721734,-0.000247852256633,,
-0.000436097233773,-0.000247851385263,,
-0.000436096721734,-0.000247852903418,,
-0.000436096982245,-0.000247852400356,,
-0.0004360967397,-0.00024785199612,,
-0.000436097036144,-0.000247852445278,,
-0.000436097790729,-0.000247852687815,,
-0.000436097296655,-0.00024785165477,,
-0.000436097134959,-0.000247851313408,,
-0.00043609671275,-0.000247852472224,,
-0.000436097754796,-0.000247851915283,,
-0.000436097179874,-0.000247852984268,,
-0.000436096802582,-0.000247852184778,,
-0.000436097799712,-0.000247851385263,,
-0.000436097808695,-0.000247851466113,,
-0.000436098275819,-0.000247853927506,,
-0.000436098751926,-0.000247854340723,,
-0.000436097377504,-0.000247856811086,,
-0.000436093658478,-0.000247856577531,,
-0.000436092463719,-0.000247857107539,,
-0.000436093595596,-0.000247857835173,,
-0.000436088097907,-0.000247858158572,,
-0.000436089283683,-0.00024785811365,,
-0.00043608825062,-0.000247858284319,,
-0.000436089059104,-0.000247857996873,,
-0.000436088340452,-0.00024785765551,,
-0.000436088268587,-0.000247858158572,,
-0.000436089337582,-0.000247858356186,,
-0.000436088061974,-0.00024785894908,,
-0.000436088636896,-0.000247857826192,,
-0.000436088798593,-0.000247858823308,,
-0.000436087855362,-0.00024785735907,,
-0.000436088574014,-0.000247858392127,,
-0.000436088717744,-0.000247858338223,,
-0.000436088044008,-0.000247858446018,,
-0.000436088744694,-0.000247858526868,,
-0.000436087801463,-0.000247858481958,,
-0.000436088232654,-0.000247857996873,,
-0.000436089211818,-0.000247857646528,,
-0.000436088052991,-0.000247858302282,,
-0.000436088663845,-0.000247857412961,,
-0.000436089517245,-0.000247857224316,,
-0.000436088538081,-0.000247858922134,,
-0.000436088609947,-0.000247858670603,,
-0.000436088044008,-0.000247857889077,,
-0.000436088385368,-0.000247858661621,,
-0.000436088052991,-0.000247858796363,,
-0.000436089364531,-0.000247857682456,,
-0.000436088996222,-0.00024785732313,,
-0.000436089050121,-0.000247858410091,,
-0.000436089310633,-0.000247857700432,,
-0.000436088061974,-0.000247857745342,,
-0.000436088484182,-0.000247857673474,,
-0.000436089113003,-0.000247858751453,,
-0.000436089562161,-0.000247858904158,,
-0.000436088115873,-0.000247857484829,,
-0.000436089184868,-0.000247858805344,,
-0.000436088565031,-0.000247858985008,,
-0.000436089355548,-0.000247858194487,,
-0.000436088214688,-0.000247857781282,,
-0.000436088582997,-0.000247858886194,,
-0.000436088780626,-0.000247858652627,,
-0.000436088313503,-0.00024785849094,,
-0.000436088780626,-0.000247858598736,,
-0.000436088529098,-0.000247858059759,,
-0.000436088430284,-0.000247858724495,,
-0.000436088654862,-0.000247857287202,,
-0.000436088313503,-0.000247857350088,,
-0.000436089220801,-0.000247858410091,,
-0.000436089238767,-0.000247857224316,,
-0.000436088744694,-0.000247857224316,,
-0.000436089391481,-0.000247857889077,,
-0.000436089391481,-0.000247858230427,,
-0.000436087891294,-0.000247858931116,,
-0.000436087954176,-0.00024785849094,,
-0.000436089157919,-0.000247857637546,,
-0.000436088825542,-0.000247858652627,,
-0.000436088430284,-0.000247857933987,,
-0.000436088753677,-0.000247858176523,,
-0.000436088493166,-0.000247857871114,,
-0.000436088026042,-0.000247857529751,,
-0.000436088439267,-0.000247857718396,,
-0.000436088547065,-0.000247858338223,,
-0.000436089229784,-0.000247857691451,,
-0.000436088565031,-0.000247857386016,,
-0.000436089130969,-0.000247858679585,,
-0.000436088475199,-0.000247857763306,,
-0.000436088511132,-0.000247858383132,,
-0.000436088672829,-0.00024785886823,,
-0.000436088232654,-0.000247857916023,,
-0.00043608844825,-0.000247857772288,,
-0.000436088115873,-0.000247858751453,,
-0.000436088529098,-0.000247857457883,,
-0.000436087927227,-0.000247857907041,,
-0.000436088259604,-0.000247858940098,,
-0.000436088367401,-0.000247857260256,,
-0.000436088996222,-0.000247857996873,,
-0.000436089014188,-0.000247858706531,,
-0.000436089364531,-0.000247857457883,,
-0.000436088035025,-0.000247857673474,,
-0.000436089283683,-0.000247858428054,,
-0.00043608941843,-0.000247858877212,,
-0.000436088412317,-0.000247857538733,,
-0.000436088582997,-0.000247858212451,,
-0.000436088825542,-0.000247858481958,,
-0.000436088726728,-0.00024785811365,,
-0.000436089292666,-0.000247858437036,,
-0.000436088232654,-0.000247858455,,
-0.000436088079941,-0.000247857296184,,
-0.000436087990109,-0.000247857709414,,
-0.000436089023172,-0.00024785732313,,
-0.000436089337582,-0.000247858895176,,
-0.000436088151806,-0.000247858068741,,
-0.000436088466216,-0.000247857296184,,
-0.000436089436397,-0.00024785743992,,
-0.000436088385368,-0.000247858437036,,
-0.000436089373515,-0.000247858104668,,
-0.000436089157919,-0.00024785849094,,
-0.000436087909261,-0.000247858023819,,
-0.000436093676445,-0.000247859110779,,
-0.000436093981872,-0.000247858634663,,
-0.000436093972889,-0.000247857889077,,
-0.000436093945939,-0.000247858634663,,
-0.000436093631529,-0.000247858365168,,
-0.000436093775259,-0.000247858607717,,
-0.000436094853238,-0.000247858050777,,
-0.000436094682558,-0.000247858203469,,
-0.000436093317119,-0.000247858437036,,
-0.000436093523731,-0.000247858428054,,
-0.000436094179501,-0.000247857907041,,
-0.000436093874074,-0.000247858679585,,
-0.000436093146439,-0.000247858185505,,
-0.000436094547811,-0.000247858643645,,
-0.000436094628659,-0.000247857978909,,
-0.000436093155422,-0.000247858221445,,
-0.000436094817305,-0.000247858724495,,
-0.000436094763406,-0.000247858167541,,
-0.000436094628659,-0.000247857799246,,
-0.000436093308136,-0.000247858248391,,
-0.000436093568647,-0.000247857781282,,
-0.000436094835272,-0.000247859092816,,
-0.000436093595596,-0.000247858212451,,
-0.000436094475945,-0.000247859200611,,
-0.000436094565777,-0.000247858194487,,
-0.000436094251367,-0.000247858742471,,
-0.000436094206451,-0.000247858131627,,
-0.000436093424917,-0.000247857871114,,
-0.00043609391899,-0.000247858221445,,
-0.0004360934339,-0.000247857700432,,
-0.00043609460171,-0.000247858185505,,
-0.000436094143569,-0.000247858859248,,
-0.000436094619676,-0.000247857781282,,
-0.00043609474544,-0.000247858553813,,
-0.000436093838142,-0.000247858778399,,
-0.000436093883057,-0.00024785891314,,
-0.000436094305265,-0.000247859119761,,
-0.000436093415933,-0.000247859074839,,
-0.000436094350181,-0.000247857907041,,
-0.000436093254237,-0.000247857898059,,
-0.000436093532714,-0.000247858212451,,
-0.000436094215434,-0.000247857781282,,
-0.000436094457979,-0.000247857763306,,
-0.000436094448996,-0.00024785886823,,
-0.00043609389204,-0.000247857547715,,
-0.000436094772389,-0.000247859173653,,
-0.00043609391899,-0.000247858553813,,
-0.000436094691541,-0.000247858850267,,
-0.00043609326322,-0.000247858904158,,
-0.00043609460171,-0.000247859092816,,
-0.000436093191355,-0.000247859173653,,
-0.000436094781373,-0.000247859209593,,
-0.00043609426035,-0.000247857673474,,
-0.000436094152552,-0.000247858544832,,
-0.000436093164405,-0.00024785781721,,
-0.000436093901024,-0.000247857808228,,
-0.000436093622546,-0.000247858607717,,
-0.000436094395097,-0.000247859308406,,
-0.00043609391899,-0.000247857601606,,
-0.000436094152552,-0.000247858886194,,
-0.000436093811192,-0.000247858859248,,
-0.000436093631529,-0.000247857619583,,
-0.000436094080687,-0.000247857718396,,
-0.000436094853238,-0.000247857628565,,
-0.000436093784243,-0.000247857907041,,
-0.000436093829158,-0.000247859065857,,
-0.000436094466962,-0.000247858634663,,
-0.000436094853238,-0.00024785857179,,
-0.000436094718491,-0.000247858131627,,
-0.000436093326102,-0.000247859200611,,
-0.00043609340695,-0.000247858131627,,
-0.000436093622546,-0.000247857880096,,
-0.000436093910007,-0.000247858086704,,
-0.000436094610693,-0.000247858077723,,
-0.000436093559664,-0.000247857925005,,
-0.000436094808322,-0.000247857754324,,
-0.000436093703394,-0.000247858050777,,
-0.000436094709507,-0.000247858329241,,
-0.000436093164405,-0.000247859209593,,
-0.000436094368148,-0.000247859056875,,
-0.000436093101523,-0.000247858203469,,
-0.000436094341198,-0.000247857664492,,
-0.000436094206451,-0.000247858068741,,
-0.000436094475945,-0.000247859038912,,
-0.00043609443103,-0.000247858383132,,
-0.000436093245253,-0.000247859128743,,
-0.000436093245253,-0.000247858526868,,
-0.000436094718491,-0.000247857916023,,
-0.000436094556794,-0.000247857565679,,
-0.000436093469832,-0.000247857754324,,
-0.000436098464465,-0.000247860287572,,
-0.000436098832775,-0.000247859757564,,
-0.000436098635145,-0.000247860377404,,
-0.000436098284802,-0.00024785932637,,
-0.000436098769892,-0.00024786065588,,
-0.000436098500398,-0.000247860664862,,
-0.00043609856328,-0.000247859991132,,
-0.00043609725174,-0.000247859425184,,
-0.000436098491415,-0.00024785970366,,
-0.000436097682931,-0.000247859928246,,
-0.000436097206824,-0.000247860287572,,
-0.000436097188858,-0.000247859919264,,
-0.000436097170891,-0.000247861796732,,
-0.000436096416306,-0.000247862183017,,
-0.000436095751553,-0.000247861967414,,
-0.000436096407323,-0.000247861976396,,
-0.000436096982245,-0.000247862227927,,
-0.000436096811565,-0.000247862874724,,
-0.000436096012065,-0.000247862587253,,
-0.000436097314622,-0.000247862236908,,
-0.000436096380374,-0.000247862811838,,
-0.000436097090043,-0.000247862659121,,
-0.000436096281559,-0.000247862120131,,
-0.000436096353424,-0.000247861679955,,
-0.000436097979375,-0.000247864788133,,
-0.000436098060223,-0.000247864518626,,
-0.00043609770988,-0.000247865659503,,
-0.000436097072077,-0.000247864446771,,
-0.000436098069207,-0.000247864249131,,
-0.000436098446499,-0.00024786441083,,
-0.000436097745813,-0.000247865228309,,
-0.000436097646998,-0.000247864752193,,
-0.000436098689044,-0.000247865506786,,
-0.000436098311752,-0.000247865291182,,
-0.000436097170891,-0.000247864743211,,
-0.000436097467335,-0.00024786441083,,
-0.000436098069207,-0.000247865309159,,
-0.000436097152925,-0.000247865470846,,
-0.00043609807819,-0.000247864994742,,
-0.000436098141072,-0.000247864707283,,
-0.000436097440386,-0.000247864698302,,
-0.000436097449369,-0.000247865767299,,
-0.000436098419549,-0.000247865533731,,
-0.000436097557167,-0.000247864383885,,
-0.000436098114122,-0.000247865093555,,
-0.000436098581246,-0.000247864392867,,
-0.000436098410566,-0.000247865093555,,
-0.0004360942334,-0.000247866432047,,
-0.000436094170518,-0.000247867060868,,
-0.000436095266463,-0.000247867087814,,
-0.000436093290169,-0.000247866306288,,
-0.000436092787113,-0.000247865686449,,
-0.000436093083557,-0.00024786623442,,
-0.000436093218304,-0.000247865722377,,
-0.000436092032528,-0.000247866584765,,
-0.00043609209541,-0.000247865830172,,
-0.000436092158292,-0.000247865964926,,
-0.000436093164405,-0.000247865964926,,
-0.000436093254237,-0.000247865192369,,
-0.000436092508635,-0.000247865201351,,
-0.000436092032528,-0.000247865982889,,
-0.000436092113376,-0.000247865695431,,
-0.000436092670332,-0.000247866243402,,
-0.000436093245253,-0.000247865488822,,
-0.000436093038641,-0.000247866827314,,
-0.00043609277813,-0.000247865533731,,
-0.000436092957793,-0.000247866360192,,
-0.000436092472702,-0.000247866926127,,
-0.000436092544568,-0.000247866027812,,
-0.000436092248123,-0.000247865578654,,
-0.000436092616433,-0.00024786631527,,
-0.000436091825915,-0.000247865246273,,
-0.000436092221174,-0.000247865147459,,
-0.000436093245253,-0.000247865928998,,
-0.000436091789983,-0.000247866243402,,
-0.000436092787113,-0.000247866432047,,
-0.000436093290169,-0.000247865839167,,
-0.000436092634399,-0.000247866908164,,
-0.000436093281186,-0.000247866117643,,
-0.000436091798966,-0.000247865255255,,
-0.000436092616433,-0.000247865632545,,
-0.00043609223914,-0.000247865488822,,
-0.000436091763033,-0.000247865893058,,
-0.00043609226609,-0.000247866800368,,
-0.000436091915747,-0.000247866108661,,
-0.000436092275073,-0.000247865884076,,
-0.000436092319989,-0.000247865470846,,
-0.000436092131342,-0.000247866324252,,
-0.000436093317119,-0.000247866459006,,
-0.000436092724231,-0.000247866521879,,
-0.000436089490296,-0.000247863162183,,
-0.000436089310633,-0.000247863620323,,
-0.000436089571144,-0.000247862704043,,
-0.0004360892747,-0.000247863503545,,
-0.000436089912504,-0.000247862209963,,
-0.000436089472329,-0.000247862093186,,
-0.000436090523358,-0.000247862209963,,
-0.00043608944538,-0.000247862120131,,
-0.000436089355548,-0.000247862227927,,
-0.000436089750807,-0.000247863494563,,
-0.000436089768773,-0.000247863350828,,
-0.000436090424543,-0.000247862515398,,
-0.000436089463346,-0.000247863521509,,
-0.000436089598093,-0.000247862964556,,
-0.000436090729971,-0.000247862380644,,
-0.000436089337582,-0.000247863611341,,
-0.000436090325729,-0.000247862802856,,
-0.000436090029285,-0.000247862461494,,
-0.000436090532341,-0.00024786252438,,
-0.000436089086054,-0.000247863799986,,
-0.000436089714874,-0.000247862587253,,
-0.000436090568274,-0.000247863701172,,
-0.000436090379628,-0.000247862614211,,
-0.000436089373515,-0.000247862829802,,
-0.000436090208948,-0.000247862434548,,
-0.000436090460476,-0.000247862686079,,
-0.000436090460476,-0.000247863467605,,
-0.000436083561415,-0.000247866521879,,
-0.000436085268214,-0.000247865650509,,
-0.000436085034652,-0.000247866944091,,
-0.000436085295163,-0.000247866405102,,
-0.000436084154303,-0.000247866414084,,
-0.000436084567528,-0.000247866279343,,
-0.000436085151433,-0.000247866045775,,
-0.000436084055488,-0.000247866423065,,
-0.000436084127353,-0.000247865452882,,
-0.000436084351932,-0.000247866009848,,
-0.000436085214315,-0.000247866189511,,
-0.000436084846006,-0.000247866261366,,
-0.000436083759044,-0.000247866153571,,
-0.000436085151433,-0.000247866009848,,
-0.000436084037522,-0.000247865632545,,
-0.000436083759044,-0.000247865497804,,
-0.000436084783123,-0.000247865479827,,
-0.000436084154303,-0.000247865686449,,
-0.000436083821926,-0.000247865650509,,
-0.000436083741078,-0.00024786539899,,
-0.000436083669213,-0.000247866090685,,
-0.000436084522612,-0.000247866836296,,
-0.000436084675326,-0.000247865551695,,
-0.000436084540578,-0.0002478667285,,
-0.000436085304146,-0.000247865848148,,
-0.000436083920741,-0.000247866917146,,
-0.000436085151433,-0.000247866333234,,
-0.000436084082438,-0.000247865578654,,
-0.000436085034652,-0.00024786677341,,
-0.000436085223298,-0.000247866405102,,
-0.000436085277197,-0.000247865273219,,
-0.00043608414532,-0.000247866935109,,
-0.000436083669213,-0.000247865884076,,
-0.000436084531595,-0.000247866989001,,
-0.000436084872955,-0.000247866324252,,
-0.000436084136336,-0.000247865623563,,
-0.000436082761914,-0.000247863144219,,
-0.000436082546318,-0.000247863485581,,
-0.0004360818097,-0.00024786285676,,
-0.000436081962413,-0.000247864240149,,
-0.000436082258858,-0.000247863225069,,
-0.000436082186992,-0.000247863764058,,
-0.000436081701902,-0.000247864446771,,
-0.000436081028166,-0.000247863269978,,
-0.000436082528352,-0.000247863808968,,
-0.0004360809563,-0.000247856146337,,
-0.000436080839519,-0.00024785678414,,
-0.000436081117997,-0.000247856236169,,
-0.000436080992233,-0.000247857412961,,
-0.000436081207829,-0.000247857412961,,
-0.000436081243761,-0.000247856658381,,
-0.000436078773394,-0.000247864249131,,
-0.00043607833322,-0.000247863521509,,
-0.000436078009826,-0.000247863862872,,
-0.000436078090675,-0.000247864437789,,
-0.000436077776264,-0.000247863898799,,
-0.000436074569279,-0.000247853154949,,
-0.000436075216066,-0.000247851888325,,
-0.000436075278948,-0.000247851879343,,
-0.000436075431661,-0.000247852642905,,
-0.000436075539459,-0.000247851924265,,
-0.000436074650127,-0.000247853199858,,
-0.000436075889802,-0.000247853163931,,
-0.000436075027419,-0.000247851834434,,
-0.000436075225049,-0.000247853451389,,
-0.000436075189116,-0.000247853460371,,
-0.00043607534183,-0.000247852544092,,
-0.00043607585387,-0.000247845941476,,
-0.000436076347943,-0.000247844800612,,
-0.000436077057612,-0.000247844944347,,
-0.000436077830163,-0.000247843848392,,
-0.000436077542702,-0.000247844468231,,
-0.00043607696778,-0.000247844297562,,
-0.000436077372022,-0.00024784462993,,
-0.000436076922865,-0.000247844737738,,
-0.000436077246258,-0.000247844117886,,
-0.000436076698286,-0.00024784425264,,
-0.00043607813559,-0.000247844423321,,
-0.000436077461854,-0.000247844800612,,
-0.00043607665337,-0.000247843713651,,
-0.000436076536589,-0.00024784387535,,
-0.00043607696778,-0.000247844108904,,
-0.00043607682405,-0.000247843704669,,
-0.000436076419808,-0.000247844198736,,
-0.000436077488803,-0.00024784482757,,
-0.00043607650964,-0.000247843560933,,
-0.000436077318123,-0.000247844836552,,
-0.000436076581505,-0.000247843668728,,
-0.000436078072708,-0.000247844279586,,
-0.000436076455741,-0.00024784490842,,
-0.000436077839146,-0.000247844656889,,
-0.000436077928978,-0.000247843974163,,
-0.000436077928978,-0.000247843920259,,
-0.000436077093545,-0.0002478437945,,
-0.00043607682405,-0.000247843390265,,
-0.000436076931848,-0.000247844495189,,
-0.000436076689303,-0.000247844351454,,
-0.000436075368779,-0.000247840623449,,
-0.000436076797101,-0.000247841701428,,
-0.000436076464724,-0.000247841683464,,
-0.000436076123364,-0.000247841656506,,
-0.000436075440645,-0.000247841665488,,
-0.000436076473707,-0.000247841467861,,
-0.000436076949814,-0.000247841656506,,
-0.000436077084561,-0.000247840623449,,
-0.000436075799971,-0.000247840425822,,
-0.000436077156427,-0.000247841207348,,
-0.000436076392859,-0.000247840569545,,
-0.000436076329977,-0.000247841126498,,
-0.000436075817937,-0.000247841584651,,
-0.000436076159297,-0.000247841845164,,
-0.000436075503527,-0.000247840407858,,
-0.000436075620308,-0.000247841908037,,
-0.000436076285061,-0.000247840874967,,
-0.000436075817937,-0.000247840650395,,
-0.000436076707269,-0.000247840380913,,
-0.000436075737089,-0.000247841656506,,
-0.00043607616828,-0.000247841917019,,
-0.000436076222179,-0.000247840587509,,
-0.000436075898785,-0.000247841970923,,
-0.000436075844886,-0.000247841018703,,
-0.000436075521493,-0.000247840434804,,
-0.000436075728105,-0.000247841458879,,
-0.000436076455741,-0.000247841144475,,
-0.000436077066595,-0.00024784083904,,
-0.00043607716541,-0.000247840632431,,
-0.000436075808954,-0.000247841620578,,
-0.000436076886932,-0.000247841908037,,
-0.000436075961667,-0.000247841952959,,
-0.000436076545572,-0.00024784075819,,
-0.000436075728105,-0.000247841225312,,
-0.000436075395729,-0.000247840865985,,
-0.000436076635404,-0.000247841153457,,
-0.000436075593358,-0.000247841872109,,
-0.000436076985747,-0.000247841755332,,
-0.000436076904898,-0.000247840362949,,
